giraffe;dʒə’ræf;de giraf;m;
kangaroo;‚kæŋgə’ru:;de kangoeroe;m;
**Domestic animals;;**Huisdieren;;
hen;hen;de hen;f;
goat;gəʋt;de geit;f;
cow;kaʋ;de koe;f;
dog;dɒg;de hond;m;
turkey;’tɜ:rkɪ;de kalkoen;m;
donkey;’dɒŋkɪ;de ezel;m;
sheep;ʃi:p;het schaap;n;
rooster;’ru:stər;de haan;m;
pig;pɪg;het varken;n;
rabbit;’ræbɪt;het konijn;n;
bull;bʋl;de stier;m;
puppy;’pʌpɪ;de puppy;m;
horse;hɔ:rs;het paard;n;
calf;kæf;het kalf;n;
cat;kæt;de kat;m;
duck;dʌk;de eend;m;
kitten;’kɪtən;het katje;n;
llama;’lɑ:mə;de lama;m;
chicken;’tʃɪkən;het kuiken;n;
goose;gu:s;de gans;m;
kid;kɪd;het geitje;n;
**Birds;;**Vogels;;
hawk;hɔ:k;de havik;m;
woodpecker;’wʋd‚pekər;de specht;m;
sparrow;’spærəʋ;de spreeuw;m;
lark;lɑ:rk;de leeuwerik;m;
nightingale;’naɪtən‚geɪl;de nachtegaal;m;
pigeon;’pɪdʒən;de duif;m;
penguin;’peŋgwɪn;de pinguïn;m;
swallow;’swɒləʋ;de zwaluw;m;
seagull;’si:gəl;de meeuw;m;
peacock;’pi:‚kɒk;de pauw;m;
ostrich;’ɔ:strɪtʃ;de struisvogel;m;
parrot;’pærət;de papegaai;m;
flamingo;flə’mɪŋgəʋ;de flamingo;m;
owl;aʋl;de uil;m;
pelican;’peləkən;de pelikaan;m;
crow;krəʋ;de kraai;m;
eagle;’i:gəl;de arend;m;
swan;swɒn;de zwaan;m;
*Geography;;*Aardrijkskunde;;
**General;;**Algemeen;;
globe;gləʋb;de wereldbol;m;
map;mæp;de kaart;f;
pole;pəʋl;de pool;m;
north;nɔ:rƟ;het noorden;n;
south;saʋƟ;het zuiden;n;
west;west;het westen;n;
east;i:st;het oosten;n;
**Continents;;**Continenten;;
North America;‚nɔ:rƟə’merɪkə;het Noord-Amerika;n;
South America;‚saʋƟə’merɪkə;het Zuid-Amerika;n;
Europe;’jʋrəp;het Europa;n;
Asia;’eɪʒə;het Azië;n;
Africa;’æfrɪkə;het Afrika;n;
Antarctica;æn’tɑ:rktɪkə;het Antarctica;n;
**Oceans;;**Oceanen;;
Arctic Ocean;’ɑ:rktɪk ’əʋʃən;de Arctische oceaan;m;
Pacific Ocean;pə’sɪfɪk ’əʋʃən;de Stille oceaan;m;
Atlantic Ocean;æt’læntɪk ’əʋʃən;de Atlantische oceaan;m;
Indian Ocean;’ɪndɪən‚əʋʃən;de Indische oceaan;m;
**Europe;;**Europa;;
Albania;æl’beɪnɪə;het Albanië;n;
Austria;’ɔ:strɪə;het Oostenrijk;n;
Belarus;’belə‚ru:s;het Wit-Rusland;n;
Belgium;’beldʒəm;het België;n;
Bosnia and Herzegovina;’bɒznɪə ənd ‚heərtsə’gɒvɪnə;het Bosnië en Herzegovina;n;
Bulgaria;bəl’gerɪə;het Bulgarije;n;
Croatia;krəʋ’eɪʃə;het Kroatië;n;
Cyprus;’saɪprəs;het Cyprus;n;
Czech Republic;tʃek rɪ’pʌblɪk;het Tsjechië;n;
Denmark;’denmɑ:rk;het Denemarken;n;
Estonia;e’stəʋnɪə;het Estland;n;
Finland;’fɪnlənd;het Finland;n;
France;fræns;het Frankrijk;n;
Germany;’dʒɜ:rmənɪ;het Duitsland;n;
Greece;gri:s;het Griekenland;n;
Hungary;’hʌŋgərɪ;het Hongarije;n;
Iceland;’aɪslənd;het IJsland;n;
Ireland;’aɪərlənd;het Ierland;n;
Italy;’ɪtəlɪ;het Italië;n;
Latvia;’lætvɪə;het Letland;n;
Lithuania;‚lɪƟu:’eɪnɪə;het Litouwen;n;
Moldova;mɒl’dəʋvə;het Moldavië;n;
Monaco;’mɒnəkəʋ;het Monaco;n;
Montenegro;‚mɒntə’ni:grəʋ;het Montenegro;n;
Netherlands;’neðərləndz;het Nederland;n;
Norway;’nɔ:rweɪ;het Noorwegen;n;
Poland;’pəʋlənd;het Polen;n;
Portugal;’pɔ:rtʃʋgəl;het Portugal;n;
Romania;rəʋ’meɪnɪə;het Roemenië;n;
Russia;’rʌʃə;het Rusland;n;
Serbia;’sɜ:rbɪə;het Servië;n;
Slovakia;sləʋ’vɑ:kɪə;het Slowakije;n;
Slovenia;sləʋ’vi:nɪə;het Slovenië;n;
Spain;speɪn;het Spanje;n;
Sweden;’swi:dən;het Zweden;n;
Switzerland;’swɪtsərlənd;het Zwitserland;n;
Turkey;’tɜ:rkɪ;het Turkije;n;
Ukraine;ju:’kreɪn;het Oekraïne;n;
United Kingdom;ju:’naɪtɪd ’kɪŋdəm;het Verenigd Koninkrijk;n;
**America;;**Amerika;;
Argentina;‚ɑ:rdʒən’ti:nə;het Argentinië;n;
Bolivia;bə’lɪvɪə;het Bolivia;n;
Brazil;brə’zɪl;het Brazilië;n;
Canada;’kænədə;het Canada;n;
Chile;’tʃɪlɪ;het Chili;n;
Colombia;kə’lʌmbɪə;het Colombia;n;
Cuba;’kju:bə;het Cuba;n;
Dominican Republic;də’mɪnəkən rɪ’pʌblɪk;het Dominicaanse Republiek;n;
Ecuador;’ekwədɔ:r;het Ecuador;n;
Guatemala;‚gwɒtə’mɒlə;het Guatemala;n;
Honduras;hɒn’dʋrəs;het Honduras;n;
Mexico;’meksɪkəʋ;het Mexico;n;
Peru;pə’ru:;het Peru;n;
United States of America (USA);ju:’naɪtɪd steɪts ɒv ə’merɪkə (ju:esaɪ);de Verenigde Staten van Amerika (VS);pl;
Uruguay;’jʋrə‚gwaɪ;het Uruguay;n;
Venezuela;‚venə’zweɪlə;het Venezuela;n;
**Africa;;**Afrika;;
Algeria;æl’dʒɪərɪə;het Algerije;n;
Angola;æŋ’gəʋlə;het Angola;n;
Egypt;’i:dʒɪpt;het Egypte;n;
Ethiopia;‚i:Ɵɪ’əʋpɪə;het Ethiopië;n;
Guinea;’gɪnɪ;het Guinee;n;
Kenya;’kenjə;het Kenia;n;
Morocco;mə’rɒkəʋ;het Marokko;n;
Mozambique;‚məʋzəm’bi:k;het Mozambique;n;
South Africa;‚saʋƟ’æfrɪkə;het Zuid-Afrika;n;
**Asia;;**Azië;;
Afghanistan;æf’gænɪ‚stæn;het Afghanistan;n;
Armenia;ɑ:r’mi:nɪə;het Armenië;n;
Azerbaijan;‚æzərbaɪ’dʒɑ:n;het Azerbeidzjan;n;
Bangladesh;‚bæŋglə’deʃ;het Bangladesh;n;
China;’tʃaɪnə;het China;n;
Georgia;’dʒɔ:rdʒə;het Georgië;n;
India;’ɪndɪə;het India;n;
Indonesia;‚ɪndə’nɪʒə;het Indonesië;n;
Iran;ɪ’ræn, ɪ’rɑ:n;het Iran;n;
Iraq;ɪ’ræk, ɪ’rɑ:k;het Irak;n;
Israel;’ɪzrɪəl;het Israël;n;
Japan;dʒə’pæn;het Japan;n;
Jordan;’dʒɔ:rdən;het Jordanië;n;
Kazakhstan;‚kɑ:zək’stɑ:n;het Kazachstan;n;
Kuwait;kʋ’weɪt;het Koeweit;n;
Kyrgyzstan;’kɪrgɪ‚stɑ:n;het Kirgizië;n;
Laos;’lɑ:əʋs;het Laos;n;
Lebanon;’lebənən;het Libanon;n;
Malaysia;mə’leɪʒə;het Maleisië;n;
Mongolia;mɒŋ’gəʋlɪə;het Mongolië;n;
Nepal;nə’pɔ:l;het Nepal;n;
North Korea;‚nɔ:rƟkə’ri:ə;het Noord-Korea;n;
Pakistan;’pækɪ‚stæn;het Pakistan;n;
Philippines;’fɪlə‚pi:nz;de Filippijnen;pl;
Saudi Arabia;‚saʋdɪə’reɪbɪə;het Saoedi-Arabië;n;
Singapore;’sɪŋgəpɔ:r;het Singapore;n;
South Korea;‚saʋƟkə’ri:ə;het Zuid-Korea;n;
Syria;’sɪrɪə;het Syrië;n;
Tajikistan;tɑ:‚dʒi:kɪ’stɑ:n;het Tadzjikistan;n;
Thailand;’taɪlənd;het Thailand;n;
Turkmenistan;‚tɜ:rkmenɪ’stɑ:n;het Turkmenistan;n;
United Arab Emirates;ju:’naɪtɪd ’ærəb ’emərɪts;de Verenigde Arabische Emiraten;pl;
Uzbekistan;ʋz’bekɪ‚stɑ:n;het Oezbekistan;n;
Vietnam;‚vjet’nɑ:m;het Vietnam;n;
**Oceania;;**Oceanië;;
Fiji;’fɪdʒɪ;het Fiji;n;
New Zealand;nu:’zi:lənd;het Nieuw-Zeeland;n;
Papua New Guinea;’pæpju:ə nu: ’gɪnɪ;het Papua Nieuw-Guinea;n;
Australia;ɔ:’streɪlɪə;het Australië;n;
*Calendar;;*Kalender;;
**General;;**Algemeen;;
morning;’mɔ:rnɪŋ;de morgen;m;
afternoon;‚æftər’nu:n;de middag;m;
evening;’i:vnɪŋ;de avond;m;
night;naɪt;de nacht;f;
noon;nu:n;12 uur 's middags;;
midnight;’mɪd‚naɪt;de middernacht;f;
sunset;’sʌn‚set;de zonsondergang;m;
sunrise;’sʌn‚raɪz;de zonsopgang;m;
**Time period;;**Tijdsperiode;;
second;’sekənd;de seconde;f;
minute;’mɪnɪt;de minuut;f;
half an hour;hæf æn ’aʋər;een half uur;;
hour;’aʋər;het uur;n;
day;deɪ;de dag;m;
week;wi:k;de week;m;
month;mʌnƟ;de maand;m;
year;jɪər;het jaar;n;
**Days of the week;;**Weekdagen;;
Sunday;’sʌndeɪ;de zondag;m;
Monday;’mʌndeɪ;de maandag;m;
Tuesday;’tu:zdeɪ;de dinsdag;m;
Wednesday;’wenzdeɪ;de woensdag;m;
Thursday;’Ɵɜ:rzdeɪ;de donderdag;m;
Friday;’fraɪdeɪ;de vrijdag;m;
Saturday;’sætərdeɪ;de zaterdag;m;
weekend;’wi:kend;het weekend;n;
weekday;’wi:kdeɪ;de werkdag;m;
**Seasons;;**Seizoenen;;
winter;’wɪntər;de winter;m;
spring;sprɪŋ;de lente;m;
summer;’sʌmər;de zomer;m;
fall;fɔ:l;de herfst;m;
**Months;;**Maanden;;
January;’dʒænju:‚erɪ;de januari;m;
February;’febru:‚erɪ;de februari;m;
March;mɑ:rtʃ;de maart;m;
April;’eɪprəl;de april;m;
May;meɪ;de mei;m;
June;dʒu:n;de juni;m;
July;dʒu:’laɪ;de juli;m;
August;’ɔ:gəst;de augustus;m;
September;sep’tembər;de september;m;
October;ɒk’təʋbər;de oktober;m;
November;nəʋ’vembər;de november;m;
December;dɪ’sembər;de december;m;
**Signs of the Zodiac;;**Sterrenbeelden;;
Aries;’erɪz;de Ram;m;
Taurus;’tɔ:rəs;de Stier;m;
Gemini;’dʒemɪnɪ;de Tweelingen;mpl;
Cancer;’kænsər;de Kreeft;m;
Leo;’li:əʋ;de Leeuw;m;
Virgo;’vɜ:rgəʋ;de Maagd;f;
Libra;’li:brə;de Weegschaal;m;
Scorpio;’skɔ:rpɪəʋ;de Schorpioen;m;
Sagittarius;‚sædʒɪ’terɪəs;de Boogschutter;m;
Capricorn;’kæprɪkɔ:rn;de Steenbok;m;
Aquarius;ə’kweərɪəs;de Waterman;m;
Pisces;’paɪsi:z;de Vissen;mpl;
*Home;;*Thuis;;
**Parts of the house;;**Delen van het huis;;
house;haʋs;het huis;n;
story;’stɔ:rɪ;de verdieping;f;
apartment;ə’pɑ:rtmənt;de woning;f;
hall;hɔ:l;de gang;m;
room;ru:m;de kamer;f;
bedroom;’bed‚ru:m;de slaapkamer;f;
roof;ru:f;het dak;n;
wall;wɔ:l;de muur;m;
floor;flɔ:r;de vloer;m;
ceiling;’si:lɪŋ;het plafond;n;
door;dɔ:r;de deur;m;
window;’wɪndəʋ;het raam;n;
corner;’kɔ:rnər;de hoek;m;
staircase;’steər‚keɪs;de trap;m;
handrail;’hændreɪl;de leuning;f;
cellar;’selər;de kelder;m;
garage;gə’rɑ:ʒ;de garage;f;
elevator;’elə‚veɪtər;de lift;m;
bell;bel;de bel;m;
**Furniture;;**Meubels;;
chair;tʃeər;de stoel;m;
double bed;‚dʌbəl’bed;het tweepersoonsbed;n;
stool;stu:l;de kruk;m;
drawer;’drɔ:ər;de la;m;
shelf;ʃelf;de plank;f;
sofa;’səʋfə;de bank;m;
table;’teɪbəl;de tafel;m;
coffee table;’kɔ:fɪ‚teɪbəl;de salontafel;m;
shelving unit;’ʃelvɪŋ ’ju:nɪt;de stellage;f;
armchair;’ɑ:rm‚tʃeər;de leunstoel;m;
bed;bed;het bed;n;
bookcase;’bʋk‚keɪs;de boekenkast;m;
clothes closet;kləʋz ’klɒzɪt;de kledingkast;m;
**Electrical appliances;;**Elektrische apparaten;;
coffeemaker;’kɔ:fɪ‚meɪkər;het koffiezetapparaat;n;
vacuum cleaner;’vækju:əm‚kli:nər;de stofzuiger;m;
toaster;’təʋstər;de broodrooster;m;
oven;’ʌvən;de oven;m;
hairdryer;’heər‚draɪər;de föhn;m;
microwave oven;’maɪkrəʋ‚weɪv ’ʌvən;de magnetron;m;
electric kettle;ɪ’lektrɪk ’ketəl;de waterkoker;m;
dishwasher;’dɪʃ‚wɒʃər;de afwasmachine;f;
mixer;’mɪksər;de mixer;m;
washing machine;’wɒʃɪŋmə‚ʃi:n;de wasmachine;f;
air-conditioner;’eərkən‚dɪʃənər;de airconditioner;m;
refrigerator;rɪ’frɪdʒə‚reɪtər;de koelkast;m;
iron;’aɪərn;het strijkijzer;n;
food processor;’fu:d‚prəʋsesər;de keukenmachine;f;
coffee grinder;’kɔ:fɪ‚graɪndər;de koffiemaler;m;
hood;hʋd;de afzuigkap;m;
stove;stəʋv;het fornuis;n;
squeezer;’skwi:zər;de sappers;m;
blender;’blendər;de blender;m;
**Kitchen;;**Keuken;;
kettle;’ketəl;de ketel;m;
frying pan;’fraɪɪŋ‚pæn;de koekenpan;m;
saucepan;’sɔ:s‚pæn;de pan;m;
baking tray;’beɪkɪŋ treɪ;de bakplaat;m;
cutting board;’kʌtɪŋ bɔ:rd;de snijplank;f;
grater;’greɪtər;de rasp;m;
salt shaker;’sɔ:lt‚ʃeɪkər;het zoutvaatje;n;
pepper shaker;’pepər ’ʃeɪkər;het pepervaatje;n;
corkscrew;’kɔ:rk‚skru:;de flesopener;m;
apron;’eɪprən;het schort;n;
tablecloth;’teɪbəl‚klɒƟ;het tafelkleed;n;
napkin;’næpkɪn;het servet;n;
tray;treɪ;het dienblad;n;
kitchen roll;’kɪtʃən rəʋl;de keukenrol;m;
sink;sɪŋk;de wasbak;m;
faucet;’fɔ:sɪt;de kraan;m;
dishwashing liquid;’dɪʃ‚wɒʃɪŋ ’lɪkwɪd;het afwasmiddel;n;
trash bin;træʃ bɪn;de afvalemmer;m;
**Tableware;;**Tafelgerei;;
fork;fɔ:rk;de vork;m;
knife;naɪf;het mes;n;
spoon;spu:n;de lepel;m;
teaspoon;’ti:‚spu:n;de theelepel;m;
saucer;’sɔ:sər;het schoteltje;n;
plate;pleɪt;het bord;n;
cup;kʌp;de kop;m;
mug;mʌg;de mok;m;
glass;glæs;het glas;n;
wineglass;’waɪnglæs;het wijnglas;n;
**In the room;;**In de kamer;;
pillow;’pɪləʋ;het hoofdkussen;n;
floor lamp;’flɔ:rlæmp;de staande lamp;f;
sheet;ʃi:t;het laken;n;
pillowcase;’pɪləʋ‚keɪs;het kussensloop;n;
bedroom lamp;’bed‚ru:m læmp;de leeslampje;m;
curtain;’kɜ:rtən;het gordijn;n;
pendant lamp;’pendənt læmp;de hanglamp;f;
alarm clock;ə’lɑ:rm‚klɒk;de wekker;m;
mattress;’mætrɪs;de matras;m;
blinds;blaɪndz;de luxaflex;m;
mirror;’mɪrər;de spiegel;m;
bedspread;’bed‚spred;de sprei;m;
blanket;’blæŋkɪt;de deken;m;
**Bathroom;;**Badkamer;;
toothbrush;’tu:Ɵbrʌʃ;de tandenborstel;m;
washbasin;’wɒʃ‚beɪsən;de wasbak;m;
toothpaste;’tu:Ɵpeɪst;de tandpasta;m;
razor;’reɪzər;het scheermes;n;
foam;fəʋm;het schuim;n;
gel;dʒel;de gel;m;
mat;mæt;de badmat;m;
shampoo;ʃæm’pu:;de shampoo;m;
liquid soap;’lɪkwɪd səʋp;de vloeibare zeep;m;
bathtub;’bæƟ‚tʌb;de badkuip;m;
sponge;spʌndʒ;de spons;m;
shower;’ʃaʋər;de douche;f;
towel rack;’taʋəlræk;het handdoekrek;n;
soap;səʋp;de zeep;m;
soap dish;səʋp dɪʃ;het zeepbakje;n;
towel;’taʋəl;de handdoek;m;
*Work;;*Baan;;
**Professions;;**Beroepen;;
guard;gɑ:rd;de bewaker;m;
bartender;’bɑ:rtendər;de barman;m;
anchorperson;’æŋkər‚pɜ:rsən;de nieuwslezer;m;
programmer;’prəʋgræmər;de programmeur;m;
accountant;ə’kaʋntənt;de boekhouder;m;
musician;mju:’zɪʃən;de musicus;m;
actor;’æktər;de acteur;m;
photographer;fə’tɒgrəfər;de fotograaf;m;
driver;’draɪvər;de chauffeur;m;
waiter;’weɪtər;de ober;m;
singer;’sɪŋər;de zanger;m;
sportsman;’spɔ:rtsmən;de sportman;m;
veterinarian;‚vetərɪ’nerɪən;de dierenarts;m;
cook;kʋk;de kok;m;
tailor;’teɪlər;de kleermaker;m;
cameraman;’kæmərə‚mæn;de cameraman;m;
teacher;’ti:tʃər;de leraar;m;
**Office;;**Kantoor;;
pencil;’pensəl;het potlood;n;
paper;’peɪpər;het papier;n;
desk lamp;desk læmp;de bureaulamp;f;
calendar;’kæləndər;de kalender;m;
highlighter;’haɪ‚laɪtər;de markeerstift;m;
safe;seɪf;de kluis;m;
paperclip;’peɪpər‚klɪp;de paperclip;m;
desk;desk;het bureau;n;
punch;pʌntʃ;de perforator;m;
ruler;’ru:lər;de liniaal;m;
Scotch tape;‚skɒtʃ’teɪp;het plakband;n;
pencil sharpener;’pensəl ’ʃɑ:rpnər;de puntenslijper;m;
organizer;’ɔ:rgə‚naɪzər;de agenda;f;
file folder;faɪl ’fəʋldər;de map;m;
stapler;’steɪplər;de nietmachine;f;
pen;pen;de pen;m;
office chair;ˈɒfɪs ʧeə;de bureaustoel;m;
eraser;ɪ’reɪsər;de gum;m;
notepaper;’nəʋt‚peɪpər;het notitieblok;n;
**Computer;;**Computer;;
laptop;’læptɒp;de laptop;m;
monitor;’mɒnɪtər;de monitor;m;
display;dɪ’spleɪ;het scherm;n;
system unit;’sɪstəm ’ju:nɪt;de systeem unit;m;
mouse;maʋs;de muis;m;
mousepad;’maʋspæd;de muismat;m;
keyboard;’ki:‚bɔ:rd;het toetsenbord;n;
scanner;’skænər;de scanner;m;
printer;’prɪntər;de printer;m;
**Verbs;;**Werkwoorden;;
work;wɜ:rk;werken;;
do;du:;doen;;
read;ri:d;lezen;;
write;raɪt;schrijven;;
type;taɪp;typen;;
study;’stʌdɪ;studeren;;
teach;ti:tʃ;les geven;;
sell;sel;verkopen;;
draw;drɔ:;tekenen;;
sing;sɪŋ;zingen;;
build;bɪld;bouwen;;
dig;dɪg;graven;;
manage;’mænɪdʒ;leiden;;
repair;rɪ’peər;repareren;;
load;ləʋd;laden;;
set;set;neerzetten;;
open;’əʋpən;openen;;
close;kləʋz;sluiten;;
**Verbs 2;;**Werkwoorden 2;;
say;seɪ;zeggen;;
tell;tel;vertellen;;
talk;tɔ:k;praten;;
speak;spi:k;spreken;;
ask;æsk;vragen;;
answer;’ænsər;antwoorden;;
phone;fəʋn;telefoneren;;
meet;mi:t;ontmoeten;;
shake hands;ʃeɪk hændz;handen schudden;;
listen;’lɪsən;luisteren;;
praise;preɪz;prijzen;;
scold;skəʋld;schelden;;
show;ʃəʋ;laten zien;;
*City;;*Stad;;
**General;;**Algemeen;;
street;stri:t;de straat;f;
avenue;’ævə‚nju:;de laan;m;
alley;’ælɪ;de steeg;f;
parking lot;’pɑ:rkɪŋ lɒt;de parkeerplaats;f;
sidewalk;’saɪd‚wɔ:k;de stoep;m;
pedestrian;pə’destrɪən;de voetganger;m;
crosswalk;’krɔ:swɔ:k;het zebrapad;n;
pedestrian subway;pə’destrɪən ’sʌb‚weɪ;de voetgangerstunnel;m;
traffic lights;’træfɪk laɪts;het stoplicht;n;
square;skweər;het plein;n;
park;pɑ:rk;het park;n;
bench;bentʃ;de bank;f;
fountain;’faʋntən;de fontein;f;
memorial;mə’mɔ:rɪəl;het monument;n;
bridge;brɪdʒ;de brug;f;
tunnel;’tʌnəl;de tunnel;m;
bicycle path;’baɪsɪkəl pæƟ;het fietspad;n;
garbage can;’gɑ:rbɪdʒ kæn;de prullenbak;m;
garbage;’gɑ:rbɪdʒ;het vuilnis;n;
**Services;;**Diensten;;
hairdresser's;’heər‚dresərz;de kapper;m;
beauty salon;ˈbjuːti ˈsælɒn;de schoonheidssalon;m;
drugstore;’drʌg‚stɔ:r;de apotheek;f;
laundry;’lɔ:ndrɪ;de wasserette;f;
dry cleaner's;draɪ ’kli:nərz;de stomerij;f;
gas station;’gæs‚steɪʃən;het benzinestation;n;
car wash;’kɑ:rwɒʃ;de autowasserette;f;
service station;’sɜ:rvɪs ’steɪʃən;het servicestation;n;
car rental;kɑ:r ’rentəl;de autoverhuur;m;
currency exchange;’kʌrənsɪ ɪks’tʃeɪndʒ;het geldwisselkantoor;n;
market;’mɑ:rkɪt;de markt;f;
supermarket;’su:pər‚mɑ:rkɪt;de supermarkt;f;
bakery;’beɪkərɪ;de bakkerij;f;
restaurant;’restə‚rɒnt;het restaurant;n;
bar;bɑ:r;bar;;
coffee shop;’kɒfɪ ʃɒp;het café;n;
cake shop;keɪk ʃɒp;de patisserie;f;
**Shop;;**Winkel;;
basket;’bæskɪt;het mandje;n;
cart;kɑ:rt;het wagentje;n;
shopping bag;’ʃɒpɪŋ bæg;de boodschappentas;m;
shop assistant;’ʃɒpə‚sɪstənt;de winkelbediende;m;
aisle;aɪl;de gang;m;
goods;gʋdz;de goederen;pl;
cashier;kæ’ʃɪər;de kassière;f;
scales;skeɪlz;de weegschaal;f;
bar code;’bɑ:rkəʋd;de streepjescode;m;
price tag;’praɪstæg;het prijskaartje;n;
receipt;rɪ’si:t;de kassabon;m;
discount;’dɪskaʋnt;de korting;f;
discount card;dɪs’kaʋnt kɑ:rd;de kortingskaart;f;
change;tʃeɪndʒ;het wisselgeld;n;
sale;seɪl;de uitverkoop;m;
floor map;flɔ:r mæp;de plattegrond;m;
emergency exit;ɪ’mɜ:rdʒənsɪ ’egzɪt;de nooduitgang;m;
WC;’wɒtər‚klɒzɪt;het toilet;n;
**Bank;;**Bank;;
credit card;’kredɪt kɑ:rd;de creditcard;f;
ATM;‚eɪti:’em;de geldautomaat;m;
money;’mʌnɪ;het geld;n;
cash;kæʃ;het contant geld;n;
**Post Office;;**Postkantoor;;
postcard;’pəʋstkɑ:rd;de briefkaart;f;
letter;’letər;de brief;m;
envelope;’envə‚ləʋp;de envelop;f;
stamp;stæmp;de postzegel;m;
zip code;’zɪp‚kəʋd;de postcode;m;
package;’pækɪdʒ;het pakket;n;
**City Transport;;**Openbaar vervoer;;
bus;bʌs;de bus;f;
bus stop;’bʌs‚stɒp;de bushalte;f;
streetcar;’stri:t‚kɑ:r;de tram;m;
trolleybus;’trɒlɪ‚bʌs;de trolleybus;f;
subway;’sʌb‚weɪ;de metro;m;
subway station;’sʌb‚weɪ ’steɪʃən;het metrostation;n;
cab;kæb;de taxi;m;
ticket;’tɪkɪt;het kaartje;n;
schedule;’skedʒu:l;de dienstregeling;f;
route;ru:t;de route;f;
*Traveling;;*Reizen;;
**Customs;;**Douane;;
visa;’vi:zə;het visum;n;
stamp;stæmp;de stempel;m;
border;’bɔ:rdər;de grens;f;
customs official;’kʌstəmz ə’fɪʃəl;de douanier;m;
tourist;’tʋrɪst;de toerist;m;
customs control;’kʌstəmz kən’trəʋl;de douanecontrole;f;
passport control;’pæspɔ:rt kən’trəʋl;de paspoortcontrole;f;
metal detector;’metəl dɪ’tektər;de metaaldetector;m;
walk-through detector;’wɔ:kƟru: dɪ’tektər;de detectiepoort;f;
baggage control;’bægɪdʒ kən’trəʋl;de bagagecontrole;f;
**Hotel;;**Hotel;;
reception;rɪ’sepʃən;de receptie;f;
single room;’sɪŋgəl ru:m;de eenpersoonskamer;f;
double room;’dʌbəl ru:m;de tweepersoonskamer;f;
deluxe;də’lʌks;luxe;;
maid;meɪd;het kamermeisje;n;
buffet breakfast;bə’feɪ ’brekfəst;het ontbijtbuffet;n;
mini-bar;’mɪnɪbɑ:r;de minibar;m;
checkout (from hotel);’tʃekaʋt;het uitchecken;n;
**By car;;**Per auto;;
gas;gæs;de benzine;f;
road;rəʋd;de weg;m;
highway;’haɪ‚weɪ;de snelweg;m;
traffic;’træfɪk;het verkeer;n;
traffic jam;’træfɪk dʒæm;de file;f;
traffic circle;’træfɪk ’sɜ:rkəl;de rotonde;f;
road junction;rəʋd ’dʒʌŋkʃən;de ongelijkwaardige kruising;f;
crossroads;’krɔ:s‚rəʋdz;de kruising;f;
exit;’egzɪt;de afslag;m;
rail crossing;reɪl ’krɔ:sɪŋ;de spoorwegovergang;m;
traffic sign;’træfɪk saɪn;het verkeersbord;n;
road marking;rəʋd ’mɑ:rkɪŋ;de wegmarkering;f;
car;kɑ:r;de auto;m;
license plate;’laɪsəns pleɪt;het nummerbord;n;
side mirror;saɪd ’mɪrər;de zijspiegel;m;
rearview mirror;’rɪərvju: ’mɪrər;de achteruitkijkspiegel;m;
windshield;’wɪndʃi:ld;de voorruit;f;
wipers;’waɪpərs;de ruitenwissers;mpl;
trunk;trʌŋk;de kofferbak;m;
wheel;wi:l;het wiel;n;
tire;’taɪər;de band;m;
tank;tæŋk;de tank;m;
steering wheel;’stɪrɪŋ‚wi:l;het stuur;n;
seat belt;’si:t‚belt;de veiligheidsriem;m;
brake pedal;breɪk ’pedəl;het rempedaal;n;
gas pedal;gæs ’pedəl;het gaspedaal;n;
clutch pedal;klʌtʃ ’pedəl;het koppelingspedaal;n;
dashboard;’dæʃbɔ:rd;het dashboard;n;
glove compartment;glʌv kəm’pɑ:rtmənt;het handschoenenkastje;n;
speedometer;spi:’dɒmɪtər;de snelheidsmeter;m;
airbag;’eərbæg;de airbag;m;
**By train;;**Per trein;;
railway station;’reɪlweɪ ’steɪʃən;het treinstation;n;
luggage lockers;’lʌgɪdʒ ’lɒkərz;het bagagekluisjes;npl;
waiting room;’weɪtɪŋ‚ru:m;de wachtruimte;f;
ticket window;’tɪkɪt ’wɪndəʋ;het loket;n;
platform;’plætfɔ:rm;het perron;n;
luggage cart;’lʌgɪdʒ kɑ:rt;het bagagekarretje;n;
conductor;kən’dʌktər;de conducteur;m;
passenger;’pæsəndʒər;de passagier;m;
train;treɪn;de trein;m;
car;kɑ:r;de wagon;m;
dining car;’daɪnɪŋkɑ:r;de restauratiewagon;m;
compartment;kəm’pɑ:rtmənt;de coupé;f;
seat;si:t;de stoel;m;
luggage rack;’lʌgɪdʒ ræk;het bagagerek;n;
**By plane;;**Per vliegtuig;;
airport;’eər‚pɔ:rt;de luchthaven;f;
runway;’rʌnweɪ;de landingsbaan;m;
Arrivals;ə’raɪvəlz;de Aankomst;f;
Departures;dɪ’pɑ:rtʃərz;het Vertrek;n;
take-off;’teɪkɒf;het opstijgen;n;
landing;’lændɪŋ;de landing;f;
flight;flaɪt;de vlucht;f;
baggage claim;’bægɪdʒ kleɪm;de bagageband;m;
luggage tag;’lʌgɪdʒ tæg;het bagagelabel;n;
duty-free store;‚du:tɪ’fri: stɔ:r;de duty-free shop;m;
check-in;’tʃek‚ɪn;het inchecken;n;
boarding pass;’bɔ:rdɪŋ‚pæs;de instapkaart;f;
luggage;’lʌgɪdʒ;de bagage;f;
hand luggage;hænd ’lʌgɪdʒ;de handbagage;f;
airplane;’eər‚pleɪn;het vliegtuig;n;
*Sport;;*Sport;;
**Fitness Center;;**Sportschool;;
